Node	dA	dNL	dNC	dH	dLCP	dIIC	dIICintra	dIICflux	dIICconnector	dF	dAWF	dPC	dPCintra	dPCflux	dPCconnector	
212	0.0694927	0.3963666	0.0000000	0.4703400	0.1389371	0.1478839	0.0002773	0.1472375	-0.0021898	0.5235818	0.1268445	0.1248610	0.0006289	0.1151385	0.0106399	
213	0.2084781	0.4293972	0.0000000	0.4896445	0.4165216	0.4523079	0.0024955	0.4496737	-0.0024202	0.5218737	0.3706762	0.3536041	0.0056599	0.3360425	0.0134480	
214	0.0694927	0.5119736	0.0000000	0.5128790	0.1389371	0.1571033	0.0002773	0.1564196	-0.0021524	0.5273453	0.1282153	0.1164793	0.0006289	0.1147243	0.0026724	
215	0.0694927	0.4128819	0.0000000	0.4859977	0.1389371	0.1506567	0.0002773	0.1500220	-0.0022015	0.5190741	0.1257542	0.1260696	0.0006289	0.1151432	0.0118439	
216	0.1389854	0.3303055	0.0000000	0.4164185	0.2777776	0.2670523	0.0011091	0.2544776	0.0089066	0.3927448	0.2081961	0.1834642	0.0025155	0.1757048	0.0067902	
217	0.2779708	0.4789430	0.0000000	0.4711204	0.5551689	0.5909463	0.0044364	0.5857600	-0.0018090	0.5353188	0.5708895	0.7493918	0.0100620	0.5536919	0.1871843	
218	0.0694927	0.3963666	0.0000000	0.4703054	0.1389371	0.1449205	0.0002773	0.1416699	0.0004144	0.4458450	0.1092722	0.1164891	0.0006289	0.0998571	0.0175494	
219	0.1389854	0.3468208	0.0000000	0.4176963	0.2777776	0.2637856	0.0011091	0.2624489	-0.0023313	0.4545132	0.2218408	0.2121369	0.0025155	0.2026555	0.0085122	
220	0.0694927	0.3963666	0.0000000	0.5351466	0.1389371	0.1867286	0.0002773	0.1421043	0.0417882	0.4462349	0.1094890	0.1152903	0.0006289	0.0999853	0.0162225	
221	0.0694927	0.3468208	0.0000000	0.4176963	0.1389371	0.1320444	0.0002773	0.1315017	-0.0022935	0.4497857	0.1118162	0.1089131	0.0006289	0.1026608	0.0071697	
222	0.0694927	0.5284889	0.0000000	0.5693975	0.1389371	0.2248022	0.0002773	0.1579842	0.0639818	0.5202364	0.1267807	0.1225617	0.0006289	0.1132263	0.0102528	
223	0.1389854	0.4459125	0.0000000	0.4872479	0.2777776	0.3021711	0.0011091	0.3009242	-0.0024210	0.5161681	0.2472811	0.2370659	0.0025155	0.2231308	0.0129658	
224	0.0694927	0.1486375	0.0000000	0.3369833	0.1389371	0.1196450	0.0002773	0.1191902	-0.0023814	0.2254067	0.0644297	0.0569033	0.0006289	0.0560814	0.0017393	
225	0.0694927	0.1156069	0.0000000	0.3224583	0.1389371	0.1148446	0.0002773	0.1143863	-0.0023779	0.2035202	0.0548720	0.0508209	0.0006289	0.0482455	0.0034928	
226	0.0694927	0.1156069	0.0000000	0.3224583	0.1389371	0.1148446	0.0002773	0.1143863	-0.0023779	0.2017767	0.0540623	0.0501134	0.0006289	0.0481533	0.0028775	
227	0.0694927	0.0990917	0.0000000	0.3703639	0.1389371	0.1332315	0.0002773	0.1327267	-0.0023313	0.3500775	0.1061097	0.0978489	0.0006289	0.0930384	0.0057279	
228	0.0694927	0.3963666	0.0000000	0.4297625	0.1389371	0.1444613	0.0002773	0.1334889	0.0081362	0.4409192	0.1116377	0.1122638	0.0006289	0.1003421	0.0128392	
229	0.2084781	0.3963666	0.0000000	0.4651875	0.4165216	0.4496564	0.0024955	0.4469854	-0.0023834	0.5127165	0.4236800	0.4578498	0.0056599	0.4142301	0.0395061	
230	0.0694927	0.5119736	0.0000000	0.5225555	0.1389371	0.1638706	0.0002773	0.1546589	0.0063756	0.5070039	0.1263344	0.1243500	0.0006289	0.1138505	0.0114170	
231	0.0694927	0.2312139	0.0000000	0.3931426	0.1389371	0.1355884	0.0002773	0.1262711	0.0064811	0.2781739	0.0877085	0.0857922	0.0006289	0.0769901	0.0097195	
232	0.0694927	0.4789430	0.0000000	0.5041695	0.1389371	0.1548331	0.0002773	0.1541967	-0.0021998	0.5040838	0.1255693	0.1198595	0.0006289	0.1138386	0.0069383	
233	0.0694927	0.0825764	0.0000000	0.2804718	0.1389371	0.1034849	0.0002773	0.1030684	-0.0024196	0.1757369	0.0460157	0.0418496	0.0006289	0.0412221	0.0015450	
234	0.0694927	0.2972750	0.0000000	0.3796328	0.1389371	0.1238215	0.0002773	0.1234859	-0.0025007	0.3384538	0.0965520	0.0852714	0.0006289	0.0812971	0.0048917	
235	0.1389854	0.1321222	0.0000000	0.3792253	0.2777776	0.2683174	0.0011091	0.2668397	-0.0021904	0.3527495	0.2124425	0.1937718	0.0025155	0.1862168	0.0065858	
236	0.0694927	0.0990917	0.0000000	0.2980841	0.1389371	0.1096717	0.0002773	0.1093221	-0.0024867	0.1761480	0.0461305	0.0421247	0.0006289	0.0412911	0.0017511	
237	0.0694927	0.2312139	0.0000000	0.3988890	0.1389371	0.1407700	0.0002773	0.1219689	0.0159649	0.2316722	0.0656156	0.0581610	0.0006289	0.0566783	0.0024001	
238	0.0694927	0.3798514	0.0000000	0.4113213	0.1389371	0.1311346	0.0002773	0.1306270	-0.0023286	0.4305925	0.1119501	0.1113500	0.0006289	0.0993984	0.0128690	
239	0.0694927	0.4789430	0.0000000	0.4321108	0.1389371	0.1384998	0.0002773	0.1339821	0.0016815	0.4139154	0.1121223	0.1031452	0.0006289	0.0968547	0.0072079	
240	0.2084781	0.4459125	0.0000000	0.4871512	0.4165216	0.4605915	0.0024955	0.4578188	-0.0022816	0.5294290	0.4384851	0.5636971	0.0056599	0.4273339	0.1322497	
241	0.1389854	0.4789430	0.0000000	0.5241509	0.2777776	0.3205754	0.0011091	0.3124109	0.0044965	0.5279761	0.2957006	0.4108316	0.0025155	0.2875237	0.1223387	
242	0.0694927	0.5119736	0.0000000	0.4650701	0.1389371	0.1482825	0.0002773	0.1340444	0.0114019	0.3895129	0.1129894	0.1014354	0.0006289	0.0971177	0.0052352	
243	0.0694927	0.4128819	0.0000000	0.4943895	0.1389371	0.1567481	0.0002773	0.1561130	-0.0022011	0.5212216	0.1483572	0.2164408	0.0006289	0.1455524	0.0718057	
244	0.0694927	0.1651528	0.0000000	0.3863117	0.1389371	0.1363249	0.0002773	0.1358229	-0.0023342	0.3459950	0.1090745	0.1020741	0.0006289	0.0966991	0.0062924	
245	0.0694927	0.3468208	0.0000000	0.4669418	0.1389371	0.1519737	0.0002773	0.1513373	-0.0021998	0.5120715	0.1467504	0.1412215	0.0006289	0.1392689	0.0028701	
246	0.1389854	0.3963666	0.0000000	0.5417771	0.2777776	0.3367874	0.0011091	0.3123805	0.0207389	0.5076276	0.2841600	0.2932518	0.0025155	0.2710426	0.0212401	
247	0.1389854	0.3137903	0.0000000	0.3853517	0.2777776	0.2622346	0.0011091	0.2490053	0.0095613	0.3475827	0.2105425	0.1830122	0.0025155	0.1750488	0.0069942	
248	0.2084781	0.2146986	0.0000000	0.3391451	0.4165216	0.3445512	0.0024955	0.3419843	-0.0024876	0.2790315	0.2359955	0.2125005	0.0056599	0.2046386	0.0037483	
249	0.0694927	0.3798514	0.0000000	0.4857836	0.1389371	0.1552144	0.0002773	0.1545788	-0.0022006	0.5190599	0.1487079	0.2301581	0.0006289	0.1463882	0.0846873	
250	0.0694927	0.3137903	0.0000000	0.6944038	0.1389371	0.3535107	0.0002773	0.1475964	0.2030781	0.4193020	0.1039737	0.0981240	0.0006289	0.0936229	0.0054185	
251	0.6254343	0.4128819	0.0000000	0.5523929	1.2469570	1.4729810	0.0224594	1.4056050	0.0423576	0.5271256	1.2347600	1.2688910	0.0509388	1.1617950	0.0577037	
252	0.1389854	0.3798514	0.0000000	0.4857836	0.2777776	0.3100389	0.0011091	0.3086030	-0.0022321	0.5204561	0.2965613	0.3987061	0.0025155	0.2904898	0.1072472	
253	0.2084781	0.2807597	0.0000000	0.3695351	0.4165216	0.3690555	0.0024955	0.3665100	-0.0025089	0.3430466	0.3097533	0.2690303	0.0056599	0.2577101	0.0072067	
254	0.0694927	0.3137903	0.0000000	0.4520300	0.1389371	0.1485338	0.0002773	0.1479230	-0.0022254	0.4847914	0.1409036	0.1360431	0.0006289	0.1322821	0.0046784	
255	0.1389854	0.2807597	0.0000000	0.3544230	0.2777776	0.2440383	0.0011091	0.2413554	-0.0009851	0.2996209	0.1931104	0.1828746	0.0025155	0.1705167	0.0113887	
256	0.1389854	0.3633361	0.0000000	0.4840155	0.2777776	0.3096663	0.0011091	0.3082332	-0.0022350	0.5141411	0.2949418	0.3578588	0.0025155	0.2907732	0.0661164	
257	0.1389854	0.3963666	0.0000000	0.4114940	0.2777776	0.2653106	0.0011091	0.2640013	-0.0023587	0.4108536	0.2284272	0.2380779	0.0025155	0.2054098	0.0316990	
258	0.0694927	0.1981833	0.0000000	0.3344278	0.1389371	0.1144027	0.0002773	0.1139948	-0.0024283	0.2776139	0.0832070	0.0753764	0.0006289	0.0720818	0.0042121	
259	0.5559416	0.3303055	0.0000000	0.4637992	1.1087930	1.2102270	0.0177457	1.1918440	-0.0019216	0.5143183	1.1152230	1.1687330	0.0402479	1.0751500	0.0548816	
260	0.0694927	0.3798514	0.0000000	0.4097327	0.1389371	0.1327030	0.0002773	0.1321855	-0.0023187	0.4044535	0.1145834	0.1098073	0.0006289	0.1039057	0.0068190	
261	0.1389854	0.3798514	0.0000000	0.4097327	0.2777776	0.2651287	0.0011091	0.2638165	-0.0023558	0.4026036	0.2299638	0.2290674	0.0025155	0.2044316	0.0236666	
262	0.0694927	0.2972750	0.0000000	0.4172611	0.1389371	0.1357790	0.0002773	0.1352133	-0.0022705	0.3956578	0.1035401	0.1016811	0.0006289	0.0943847	0.0082138	
263	0.0694927	0.2477291	0.0000000	0.3602592	0.1389371	0.1215253	0.0002773	0.1212024	-0.0025133	0.3110461	0.0983883	0.0851633	0.0006289	0.0840401	0.0020407	
264	0.0694927	0.2312139	0.0000000	0.3579040	0.1389371	0.1201909	0.0002773	0.1198622	-0.0025075	0.2941493	0.0918912	0.0850749	0.0006289	0.0791105	0.0068818	
265	0.2084781	0.1486375	0.0000000	0.3716969	0.4165216	0.3956308	0.0024955	0.3930008	-0.0024245	0.3426143	0.3322543	0.3051120	0.0056599	0.2910795	0.0099190	
266	0.0694927	0.2972750	0.0000000	0.4565885	0.1389371	0.1483691	0.0002773	0.1469563	-0.0014234	0.4542155	0.1224195	0.1184248	0.0006289	0.1119482	0.0073941	
267	0.1389854	0.3137903	0.0000000	0.4235394	0.2777776	0.2730744	0.0011091	0.2716572	-0.0022508	0.3984716	0.2128315	0.2075284	0.0025155	0.1911998	0.0153595	
268	0.0694927	0.3303055	0.0000000	0.3920927	0.1389371	0.1288904	0.0002773	0.1283683	-0.0023141	0.3959555	0.1125877	0.1054052	0.0006289	0.1019476	0.0043750	
269	0.2084781	0.0660611	-100.0000000	0.8336935	0.9697588	0.5640332	0.0024955	0.2582195	0.3007592	0.1497325	0.1082903	0.0968171	0.0056599	0.0905260	0.0021776	
270	0.0694927	0.3137903	0.0000000	0.4235394	0.1389371	0.1366715	0.0002773	0.1361059	-0.0022706	0.3906965	0.1047261	0.1018285	0.0006289	0.0957396	0.0070063	
271	0.1389854	0.2477291	0.0000000	2.1223450	0.2777776	1.7609330	0.0011091	0.3031133	1.4541520	0.4282324	0.2182383	0.2081475	0.0025155	0.1977685	0.0094098	
272	0.2779708	0.2312139	0.0000000	0.3526479	0.5551689	0.4815519	0.0044364	0.4766127	-0.0020561	0.3118399	0.3919083	0.3516880	0.0100620	0.3270003	0.0161720	
273	0.0694927	0.0495458	0.0000000	0.2082956	0.1389371	0.0777848	0.0002773	0.0772790	-0.0023304	0.1473936	0.0386132	0.0347060	0.0006289	0.0327973	0.0028261	
274	0.1389854	0.0495458	0.0000000	0.2082956	0.2777776	0.1555610	0.0011091	0.1540034	-0.0021105	0.1553742	0.0797130	0.0711414	0.0025155	0.0648823	0.0052899	
275	0.0694927	0.0495458	0.0000000	0.2082956	0.1389371	0.0777848	0.0002773	0.0772790	-0.0023304	0.1484922	0.0389766	0.0349909	0.0006289	0.0328083	0.0031001	
276	1.0423910	0.3303055	0.0000000	0.3697147	2.0739150	1.9262160	0.0623873	1.8629780	-0.0017078	0.3321884	1.3452500	1.3586040	0.1414967	1.1878950	0.0307582	
277	0.9728978	0.3303055	0.0000000	0.3895579	1.9363300	1.7965200	0.0543463	1.7410020	-0.0013869	0.3808376	1.5215150	1.5618090	0.1232593	1.2871300	0.1529660	
278	0.6949270	0.3303055	0.0000000	0.3606322	1.3850250	1.2006520	0.0277277	1.1723710	-0.0020054	0.3318907	1.0989070	1.0593380	0.0628874	0.9406523	0.0573449	
279	0.0694927	0.3137903	0.0000000	0.4594548	0.1389371	0.1545905	0.0002773	0.1539710	-0.0022167	0.4277292	0.1337497	0.1499668	0.0006289	0.1245213	0.0263629	
280	0.0694927	0.3303055	0.0000000	0.3704468	0.1389371	0.1286825	0.0002773	0.1280342	-0.0021879	0.3200474	0.1090745	0.1029290	0.0006289	0.0959532	0.0078933	
281	0.1389854	0.3137903	0.0000000	0.4594548	0.2777776	0.3088344	0.0011091	0.3073875	-0.0022211	0.4326054	0.2685260	0.2839170	0.0025155	0.2468763	0.0360715	
282	0.1389854	0.3137903	0.0000000	0.3587605	0.2777776	0.2401478	0.0011091	0.2387258	-0.0022460	0.3117123	0.2367989	0.2559321	0.0025155	0.2071105	0.0478524	
283	0.0694927	0.2972750	0.0000000	0.3707990	0.1389371	0.1334568	0.0002773	0.1227688	0.0078518	0.2698672	0.0802039	0.0753863	0.0006289	0.0738643	0.0024394	
284	0.0694927	0.3303055	0.0000000	0.5105791	0.1389371	0.1915637	0.0002773	0.1544609	0.0342666	0.4405435	0.1363384	0.1475594	0.0006289	0.1261460	0.0223309	
285	0.2779708	0.2642444	0.0000000	0.3774779	0.5551689	0.5063682	0.0044364	0.5014589	-0.0020860	0.3455485	0.4478834	0.4226525	0.0100620	0.4020278	0.0121090	
286	0.2084781	0.2477291	0.0000000	0.3459276	0.4165216	0.3543772	0.0024955	0.3518585	-0.0025358	0.3008400	0.3338483	0.3002972	0.0056599	0.2906629	0.0055207	
287	0.0694927	0.2642444	0.0000000	0.3428126	0.1389371	0.1230243	0.0002773	0.1225840	-0.0023959	0.2634387	0.0779022	0.0743938	0.0006289	0.0734523	0.0018589	
288	0.0694927	0.3303055	0.0000000	0.3596583	0.1389371	0.1251992	0.0002773	0.1246464	-0.0022834	0.3038522	0.0959591	0.0874037	0.0006289	0.0847079	0.0036132	
289	0.4169562	0.1981833	0.0000000	0.4617272	0.8321739	0.8984377	0.0099820	0.8749501	0.0109468	0.3820567	0.7435393	0.7262807	0.0226395	0.6739415	0.0312460	
290	1.1118830	0.3468208	0.0000000	0.4344315	2.2114040	1.9433300	0.0709829	1.8513930	0.0183946	0.3117407	1.5376090	1.5258840	0.1609917	1.3577190	0.0087199	
291	0.0694927	0.1981833	0.0000000	0.4282015	0.1389371	0.1491750	0.0002773	0.1473500	-0.0010113	0.3748557	0.1305936	0.1418406	0.0006289	0.1185744	0.0241836	
292	0.0694927	0.3137903	0.0000000	0.3555281	0.1389371	0.1248439	0.0002773	0.1244153	-0.0024076	0.2967646	0.0911771	0.0869222	0.0006289	0.0848422	0.0029974	
293	0.3474635	0.2642444	0.0000000	0.5555700	0.6937197	0.8109222	0.0069319	0.7598472	0.0415841	0.4453064	0.6287646	0.6540683	0.0157218	0.5835433	0.0563494	
294	0.1389854	0.3137903	0.0000000	0.3555281	0.2777776	0.2497311	0.0011091	0.2482760	-0.0022129	0.2883446	0.1722800	0.1662979	0.0025155	0.1625033	0.0028254	
295	0.2084781	0.2312139	0.0000000	0.4786420	0.4165216	0.4623332	0.0024955	0.4549537	0.0023251	0.4374321	0.3823889	0.4089941	0.0056599	0.3564065	0.0484740	
296	0.3474635	0.2972750	0.0000000	0.3390968	0.6937197	0.6026266	0.0069319	0.5948921	-0.0017563	0.3239951	0.4838441	0.4677349	0.0157218	0.4424826	0.0110768	
297	0.1389854	0.2972750	0.0000000	0.3390968	0.2777776	0.2410836	0.0011091	0.2396205	-0.0022049	0.3233360	0.2054608	0.1944302	0.0025155	0.1849646	0.0084964	
298	0.0694927	0.2972750	0.0000000	0.3390968	0.1389371	0.1205201	0.0002773	0.1200875	-0.0024036	0.3004643	0.0946647	0.0905480	0.0006289	0.0899484	0.0015171	
299	0.0694927	0.2972750	0.0000000	0.3390968	0.1389371	0.1205201	0.0002773	0.1200875	-0.0024036	0.3335917	0.1124602	0.1095518	0.0006289	0.1029451	0.0075241	
300	0.0694927	0.2807597	0.0000000	0.3367554	0.1389371	0.1202342	0.0002773	0.1198102	-0.0024123	0.3061628	0.0981907	0.0949796	0.0006289	0.0930908	0.0028063	
301	0.0694927	0.2972750	0.0000000	0.4464700	0.1389371	0.1571727	0.0002773	0.1566104	-0.0022740	0.4050772	0.1521382	0.1490137	0.0006289	0.1438346	0.0060965	
302	0.0694927	0.2807597	0.0000000	0.4430305	0.1389371	0.1471474	0.0002773	0.1466110	-0.0022998	0.3976352	0.1061734	0.1070560	0.0006289	0.1000284	0.0079451	
303	0.2084781	0.3137903	0.0000000	0.7279985	0.4165216	0.7418283	0.0024955	0.4462579	0.2905160	0.4100173	0.3195150	0.3200969	0.0056599	0.2955028	0.0204805	
304	0.0694927	0.2972750	0.0000000	0.3614679	0.1389371	0.1310393	0.0002773	0.1305843	-0.0023811	0.3287013	0.1122562	0.1235639	0.0006289	0.1043775	0.0201038	
305	0.0694927	0.3963666	0.0000000	0.4687929	0.1389371	0.1625449	0.0002773	0.1620195	-0.0023108	0.4333567	0.1632771	0.1553417	0.0006289	0.1497500	0.0065092	
306	0.2084781	0.2972750	0.0000000	0.3614679	0.4165216	0.3927367	0.0024955	0.3900891	-0.0024068	0.3283257	0.3256615	0.3436600	0.0056599	0.3050368	0.0345097	
307	0.0694927	0.0495458	-100.0000000	0.5121814	0.2777294	0.1902639	0.0002773	0.1020043	0.0854234	0.1426662	0.0472272	0.0391769	0.0006289	0.0382987	0.0017957	
308	0.3474635	0.2972750	0.0000000	0.3614679	0.6937197	0.6552746	0.0069319	0.6473758	-0.0015920	0.3240731	0.5186699	0.5187326	0.0157218	0.4938945	0.0106626	
309	0.0694927	0.3303055	0.0000000	0.4371251	0.1389371	0.1455530	0.0002773	0.1450130	-0.0022962	0.4285088	0.1150871	0.1119592	0.0006289	0.1060922	0.0067845	
310	0.0694927	0.4128819	0.0000000	0.4705610	0.1389371	0.1627269	0.0002773	0.1622043	-0.0023137	0.4331228	0.1713236	0.1864120	0.0006289	0.1601110	0.0272185	
311	0.0694927	0.3468208	0.0000000	0.5133211	0.1389371	0.1761921	0.0002773	0.1510594	0.0222966	0.4258651	0.1282026	0.1267672	0.0006289	0.1197162	0.0079685	
312	0.0694927	0.3303055	0.0000000	0.4248586	0.1389371	0.1426243	0.0002773	0.1421177	-0.0023296	0.4290758	0.1152146	0.1131777	0.0006289	0.1060389	0.0080563	
313	0.0694927	0.4128819	0.0000000	0.4705610	0.1389371	0.1627269	0.0002773	0.1622043	-0.0023137	0.4378502	0.1713618	0.1572382	0.0006289	0.1553790	0.0027766	
314	0.2084781	0.3303055	0.0000000	0.4228280	0.4165216	0.4315641	0.0024955	0.4058699	0.0206398	0.3389004	0.3618709	0.3838588	0.0056599	0.3372197	0.0425256	
315	0.0694927	0.3468208	0.0000000	0.4272208	0.1389371	0.1430402	0.0002773	0.1425336	-0.0023296	0.4259714	0.1146280	0.1118511	0.0006289	0.1056793	0.0070892	
316	0.2084781	0.3468208	0.0000000	0.4500754	0.4165216	0.4418580	0.0024955	0.4364630	0.0003406	0.4442007	0.3607678	0.3622806	0.0056599	0.3344250	0.0237420	
317	0.1389854	0.3137903	0.0000000	0.4155621	0.2777776	0.2818519	0.0011091	0.2804438	-0.0022598	0.3981810	0.2150631	0.2188089	0.0025155	0.2020228	0.0158168	
318	0.1389854	0.0825764	0.0000000	0.2853203	0.2777776	0.2075504	0.0011091	0.2060419	-0.0021595	0.1721718	0.1222601	0.1048254	0.0025155	0.1011137	0.0027426	
319	0.0694927	0.2642444	0.0000000	0.3757857	0.1389371	0.1342973	0.0002773	0.1338111	-0.0023500	0.3137890	0.1100373	0.1035579	0.0006289	0.1013568	0.0031185	
320	0.0694927	0.3633361	0.0000000	0.4847407	0.1389371	0.1716864	0.0002773	0.1524385	0.0164117	0.4293168	0.1283875	0.1291648	0.0006289	0.1196851	0.0103971	
321	0.0694927	0.2312139	0.0000000	0.3520056	0.1389371	0.1290897	0.0002773	0.1286433	-0.0023898	0.3053973	0.1075379	0.1003054	0.0006289	0.0993142	0.0019086	
322	0.6949270	0.4459125	0.0000000	0.5021735	1.3850250	1.5859540	0.0277277	1.5315330	0.0241350	0.4458663	1.8099150	1.8655740	0.0628874	1.6818550	0.1223779	
323	0.1389854	0.2477291	0.0000000	0.4275247	0.2777776	0.3009494	0.0011091	0.2990719	-0.0017905	0.4491053	0.3309918	0.3421173	0.0025155	0.3047959	0.0363522	
324	0.0694927	0.0165153	0.0000000	0.2340994	0.1389371	0.0885900	0.0002773	0.0881580	-0.0024042	0.0921600	0.0281310	0.0226198	0.0006289	0.0219785	0.0015588	
325	0.1389854	0.2477291	0.0000000	0.4270412	0.2777776	0.3015906	0.0011091	0.3000885	-0.0021660	0.4509198	0.3343074	0.3624574	0.0025155	0.3047876	0.0567006	
326	0.0694927	0.3137903	0.0000000	0.4225932	0.1389371	0.1509166	0.0002773	0.1502305	-0.0021501	0.4014625	0.1786114	0.1774113	0.0006289	0.1739016	0.0044272	
327	0.5559416	0.2642444	0.0000000	0.4428578	1.1087930	1.2482740	0.0177457	1.2297460	-0.0017759	0.4675685	1.3046930	1.2939480	0.0402479	1.1612360	0.0940104	
328	0.0694927	0.4128819	0.0000000	0.4358128	0.1389371	0.1579178	0.0002773	0.1574106	-0.0023289	0.4504803	0.1917970	0.1785904	0.0006289	0.1660510	0.0134568	
329	0.0694927	0.2642444	0.0000000	0.4394389	0.1389371	0.1547032	0.0002773	0.1542688	-0.0024018	0.4424714	0.1639210	0.1632714	0.0006289	0.1511618	0.0130270	
330	0.0694927	0.3633361	0.0000000	0.4362411	0.1389371	0.1467661	0.0002773	0.1462650	-0.0023351	0.4517561	0.1281006	0.1335276	0.0006289	0.1183645	0.0160806	
331	0.0694927	0.3798514	0.0000000	0.4380092	0.1389371	0.1471387	0.0002773	0.1466347	-0.0023322	0.4370919	0.1220178	0.1155949	0.0006289	0.1104744	0.0060380	
332	0.2779708	0.3963666	0.0000000	0.4507523	0.5551689	0.6280668	0.0044364	0.6183753	0.0026961	0.4167080	0.7553030	0.8514561	0.0100620	0.7354775	0.1074629	
333	0.3474635	0.4459125	0.0000000	0.4517261	0.6937197	0.8075342	0.0069319	0.7968280	0.0012154	0.4649603	0.9552932	0.8649180	0.0157218	0.8100256	0.0407168	
334	0.1389854	0.3963666	0.0000000	0.4449713	0.2777776	0.2970069	0.0011091	0.2955800	-0.0022412	0.4589713	0.2580502	0.2642843	0.0025155	0.2349163	0.0283988	
335	0.0694927	0.3963666	0.0000000	0.4449713	0.1389371	0.1485598	0.0002773	0.1480673	-0.0023437	0.4583830	0.1318560	0.1424596	0.0006289	0.1215941	0.0217830	
336	0.1389854	0.4459125	0.0000000	0.4370008	0.2777776	0.3128550	0.0011091	0.3114059	-0.0022189	0.4341505	0.4302027	0.5272617	0.0025155	0.4130387	0.1132539	
337	0.0694927	0.3963666	0.0000000	0.4230214	0.1389371	0.1539666	0.0002773	0.1534174	-0.0022869	0.4428328	0.2258640	0.3164907	0.0006289	0.2148040	0.1026041	
338	0.1389854	0.2972750	0.0000000	0.4979465	0.2777776	0.3338933	0.0011091	0.3127601	0.0174652	0.4469507	0.3460839	0.3097303	0.0025155	0.3054277	0.0033334	
339	0.0694927	0.3963666	0.0000000	0.4449713	0.1389371	0.1485598	0.0002773	0.1480673	-0.0023437	0.4580782	0.1320728	0.1445329	0.0006289	0.1215369	0.0239135	
340	0.0694927	0.4789430	0.0000000	0.4405371	0.1389371	0.1567048	0.0002773	0.1561651	-0.0022965	0.4270417	0.2115244	0.2083047	0.0006289	0.2075090	0.0017132	
341	0.0694927	0.3963666	0.0000000	0.4449713	0.1389371	0.1485598	0.0002773	0.1480673	-0.0023437	0.4568308	0.1321557	0.1444150	0.0006289	0.1214906	0.0238419	
342	0.0694927	0.4128819	0.0000000	0.4545579	0.1389371	0.1523810	0.0002773	0.1493293	0.0002155	0.4369714	0.1270294	0.1190341	0.0006289	0.1154317	0.0045198	
343	0.0694927	0.3963666	0.0000000	0.4449713	0.1389371	0.1485598	0.0002773	0.1480673	-0.0023437	0.4542864	0.1321876	0.1426954	0.0006289	0.1214463	0.0221666	
344	0.0694927	0.3798514	0.0000000	0.5453756	0.1389371	0.2797724	0.0002773	0.1489988	0.1279374	0.3600639	0.1610773	0.1484044	0.0006289	0.1464748	0.0028471	
345	0.1389854	0.4128819	0.0000000	0.4473334	0.2777776	0.2981593	0.0011091	0.2952182	-0.0007269	0.3892081	0.2357150	0.2425587	0.0025155	0.2235056	0.0180839	
346	0.1389854	0.3963666	0.0000000	0.4860875	0.2777776	0.3400281	0.0011091	0.2973480	0.0390121	0.4501897	0.2773568	0.2657779	0.0025155	0.2468060	0.0180027	
347	0.1389854	0.4954583	0.0000000	0.4336303	0.2777776	0.3089818	0.0011091	0.3075742	-0.0022604	0.4388071	0.4609988	0.4533789	0.0025155	0.4433744	0.0090353	
348	0.2084781	0.4459125	0.0000000	0.4453166	0.4165216	0.4835622	0.0024955	0.4807309	-0.0022231	0.4581562	0.5958197	0.5496359	0.0056599	0.5092090	0.0363133	
349	0.2084781	0.3963666	0.0000000	0.4659818	0.4165216	0.4671769	0.0024955	0.4439245	0.0181979	0.4543572	0.4139183	0.3910221	0.0056599	0.3665720	0.0203365	
350	0.0694927	0.4459125	0.0000000	0.4453166	0.1389371	0.1613058	0.0002773	0.1607982	-0.0023286	0.4496794	0.1972931	0.1804082	0.0006289	0.1722047	0.0091210	
351	0.2084781	0.3798514	0.0000000	0.6659063	0.4165216	0.6969961	0.0024955	0.4434921	0.2484496	0.3792004	0.3542579	0.3923388	0.0056599	0.3399178	0.0483074	
352	3.4051420	0.5945500	0.0000000	0.4769429	6.6943350	7.8709200	0.6657418	7.1997830	0.0028358	0.4999659	8.7856550	10.2228000	1.5099270	8.0122920	0.7021272	
353	0.2779708	0.3468208	0.0000000	0.4136558	0.5551689	0.5700986	0.0044364	0.5650104	-0.0019072	0.3814614	0.4777869	0.5307992	0.0100620	0.4473346	0.0749489	
354	0.0694927	0.3963666	0.0000000	0.3973902	0.1389371	0.1470261	0.0002773	0.1464652	-0.0022753	0.3886198	0.1877928	0.1759963	0.0006289	0.1670563	0.0098574	
355	0.0694927	0.2477291	0.0000000	0.4890229	0.1389371	0.2222201	0.0002773	0.1509602	0.0684237	0.4262408	0.1656936	0.1563735	0.0006289	0.1436740	0.0136169	
356	0.2084781	0.3963666	0.0000000	0.3973902	0.4165216	0.4402983	0.0024955	0.4377319	-0.0024880	0.3850193	0.5430582	0.4934991	0.0056599	0.4836614	0.0057241	
357	0.2779708	0.5780347	0.0000000	0.4327117	0.5551689	0.6186480	0.0044364	0.6133507	-0.0016981	0.4629474	0.9773351	1.1484620	0.0100620	0.8752852	0.2646607	
358	0.1389854	0.5780347	0.0000000	0.4438731	0.2777776	0.3148739	0.0011091	0.3121399	-0.0009340	0.4617213	0.4901436	0.4653570	0.0025155	0.4434558	0.0209319	
359	0.0694927	0.2972750	0.0000000	0.4722808	0.1389371	0.1635067	0.0002773	0.1543823	0.0062882	0.4258580	0.1585014	0.1506055	0.0006289	0.1414300	0.0100930	
